Company,Ticker,Market Cap,Price,Daily Change (%),Country
Muyuan Foods,002714.SZ,42260000000.0,8.03,1.96,China
Biogen,BIIB,42170000000.0,282.99,-0.9,USA
Givaudan,GIVN.SW,42160000000.0,4567.0,0.69,Switzerland
O'Reilly Automotive,ORLY,42130000000.0,611.06,-2.39,USA
Microchip Technology,MCHP,42060000000.0,153.49,0.27,USA
Cellnex Telecom,CLNX.MC,42010000000.0,61.88,0.45,Spain
Cadence Design Systems,CDNS,41910000000.0,151.44,-0.53,USA
Roku,ROKU,41810000000.0,313.35,3.44,USA
SMC,SMECF,41690000000.0,630.98,0.02,Japan
7-Eleven,SVNDF,41450000000.0,46.95,0.0,Japan
Schlumberger,SLB,41440000000.0,29.64,-2.27,USA
Vestas Wind Systems,VWSB.F,41390000000.0,40.74,-1.32,Denmark
Partners Group,PGHN.SW,41360000000.0,1571.0,0.34,Switzerland
Alimentation Couche-Tard,ANCUF,41310000000.0,38.21,-0.23,Canada
Kühne + Nagel,KNIN.SW,41180000000.0,342.26,-1.93,Switzerland
EQT,EQT.ST,41130000000.0,41.68,2.04,Sweden
Philips,PHG,41070000000.0,44.44,-1.33,Netherlands
Asian Paints,ASIANPAINT.NS,41060000000.0,42.81,-2.12,India
Trane Technologies,TT,41020000000.0,172.65,-2.13,Ireland
Digital Realty,DLR,40980000000.0,144.45,-1.57,USA
Bank Rakyat Indonesia,BYRA.F,40920000000.0,0.25,2.86,Indonesia
Shanghai Pudong Development Bank,600000.SS,40870000000.0,1.39,-0.22,China
Walgreens Boots Alliance,WBA,40690000000.0,47.05,-3.41,USA
Pioneer Natural Resources,PXD,40620000000.0,166.51,-2.23,USA
American Electric Power,AEP,40610000000.0,81.18,-1.2,USA
Lucid Motors,LCID,40600000000.0,25.38,-3.42,USA
Prudential Financial,PRU,40600000000.0,105.2,-0.65,USA
Paychex,PAYX,40550000000.0,112.45,4.27,USA
Electronic Arts,EA,40480000000.0,142.25,3.12,USA
Constellation Brands,STZ,40470000000.0,210.69,-0.51,USA
Sempra Energy,SRE,40390000000.0,126.5,-0.75,USA
Alexion Pharmaceuticals,ALXN,40330000000.0,182.5,0.0,USA
Aptiv,APTV,40290000000.0,148.97,-1.11,Ireland
Baxter,BAX,40200000000.0,80.43,-1.69,USA
Sysco,SYY,40190000000.0,78.5,-2.44,USA
STMicroelectronics,STM,40080000000.0,43.63,0.67,Switzerland
EDF,ECIFF,39870000000.0,11.5,0.0,France
Munich RE,MUV.VI,39760000000.0,276.13,-0.79,Germany
Hexagon,HXGBF,39690000000.0,15.86,0.0,Sweden
Cintas,CTAS,39590000000.0,380.66,-2.21,USA
Alcon,ALC,39550000000.0,80.47,-1.18,Switzerland
Marathon Petroleum,MPC,39440000000.0,61.81,-0.19,USA
Motorola Solutions,MSI,39330000000.0,232.32,-1.42,USA
ITC,ITC.NS,39260000000.0,3.16,-0.7,India
Zijin Mining,601899.SS,39230000000.0,1.56,0.7,China
Henkel,HELKF,39210000000.0,86.3,-1.85,Germany
Cognizant Technology Solutions ,CTSH,39180000000.0,74.21,-1.81,USA
COSCO Shipping,601919.SS,38990000000.0,2.67,4.47,China
Luxshare Precision,002475.SZ,38870000000.0,5.53,0.0,China
Samsung SDI,006405.KS,38870000000.0,322.46,-2.55,S. Korea
Experian,EXPGF,38810000000.0,41.15,0.0,Ireland
YANGHE,002304.SZ,38720000000.0,25.7,0.17,China
Ross Stores,ROST,38680000000.0,108.85,-5.32,USA
Hapag-Lloyd,HLAG.DE,38540000000.0,219.3,-4.98,Germany
ResMed,RMD,38390000000.0,263.55,-0.68,USA
Republic Services,RSG,38220000000.0,120.06,-1.61,USA
Ericsson,ERIC,38150000000.0,11.2,1.69,Sweden
KBC,KBCSF,38010000000.0,91.0,1.64,Belgium
SVB Financial Group,SIVB,37940000000.0,646.88,-1.39,USA
The Travelers Companies,TRV,37920000000.0,152.01,-1.85,USA
Kinder Morgan,KMI,37910000000.0,16.73,-1.12,USA
OCBC Bank,O39.SI,37680000000.0,8.37,-0.96,Singapore
Allstate,ALL,37640000000.0,127.31,-1.56,USA
Manulife Financial,MFC,37580000000.0,19.24,-0.88,Canada
DiDi,DIDI,37570000000.0,7.79,0.13,China
Xilinx,XLNX,37360000000.0,150.99,1.83,USA
Vanke,2202.HK,37250000000.0,2.74,3.4,China
Compass Group,CMPGF,37250000000.0,20.85,0.0,UK
3i Group,TGOPF,37140000000.0,18.03,0.0,UK
Banco Bradesco,BBD,37110000000.0,3.83,-0.26,Brazil
DMart,DMART.NS,37010000000.0,57.14,-0.26,India
China Pacific Insurance,601601.SS,37010000000.0,4.2,-3.04,China
Nutrien,NTR.TO,36900000000.0,64.67,-0.77,Canada
Bajaj Finserv,BAJAJFINSV.NS,36900000000.0,231.86,-3.3,India
Tokio Marine,MH6.F,36810000000.0,52.94,0.88,Japan
Hilton Worldwide,HLT,36810000000.0,132.11,-2.26,USA
Discover Financial Services,DFS,36780000000.0,122.85,-3.25,USA
Cement Roadstone Holding,CRH,36720000000.0,46.74,-1.16,Ireland
Okta,OKTA,36700000000.0,237.34,1.72,USA
KONE,KNEBV.HE,36600000000.0,70.56,0.3,Finland
Zscaler,ZS,36370000000.0,262.22,1.29,USA
Centene,CNC,36320000000.0,62.31,-1.5,USA
Sun Hung Kai Properties,0016.HK,36240000000.0,12.51,-1.02,Hong Kong
General Mills,GIS,36230000000.0,59.82,-1.56,USA
SBA Communications,SBAC,36210000000.0,330.57,-0.66,USA
Yum! Brands,YUM,36200000000.0,122.31,-0.59,USA
Techtronic Industries,TIB1.F,36190000000.0,19.59,-0.44,Hong Kong
Gree Electric Appliances,000651.SZ,36070000000.0,6.0,-1.4,China
Cloudflare,NET,36040000000.0,112.65,0.28,USA
Mizuho Financial Group,MFG,36000000000.0,2.84,-2.07,Japan
Fujitsu,FJTSY,35980000000.0,36.3,-0.66,Japan
Parker-Hannifin,PH,35940000000.0,279.62,-3.11,USA
AutoZone,AZO,35890000000.0,1698.0,-2.25,USA
Flutter Entertainment,PPBA.F,35810000000.0,99.84,0.0,Ireland
Foxconn Industrial Internet,601138.SS,35720000000.0,1.8,-1.86,China
Unity Software,U,35660000000.0,126.25,0.33,USA
Compagnie de Saint-Gobain,CODGF,35600000000.0,67.45,-3.16,France
Dupont De Nemours,DD,35560000000.0,67.99,-1.68,USA
KKR & Co.,KKR,35490000000.0,60.88,0.07,USA
Yili Group,600887.SS,35480000000.0,5.83,0.0,China
Japan Tobacco,JAPAF,35360000000.0,19.35,1.63,Japan
DNB,DNB.OL,35280000000.0,22.76,1.32,Norway
Verbund AG,OEWA.F,35260000000.0,101.18,-0.97,Austria
Woolworths Group,WOW.AX,35240000000.0,27.8,-2.03,Australia
Terumo,4543.T,35230000000.0,46.61,-1.36,Japan
DSM,KDSKF,35200000000.0,199.0,0.0,Netherlands
Robinhood,HOOD,35160000000.0,42.08,-2.43,USA
Otis Worldwide,OTIS,35110000000.0,82.28,-1.25,USA
NatWest Group,NWG,35040000000.0,6.09,0.66,UK
Mitsui Bussan,8031.T,35030000000.0,21.44,-2.68,Japan
Aflac,AFL,34960000000.0,52.13,-1.16,USA
Capgemini,CAPMF,34960000000.0,208.89,-1.89,France
The Hershey Company,HSY,34870000000.0,169.25,-1.54,USA
Welltower,WELL,34810000000.0,82.4,-1.66,USA
Vonovia,VNA.DE,34720000000.0,60.25,-2.22,Germany
Ahold Delhaize,AHODF,34600000000.0,33.1,0.0,Netherlands
Constellation Software,CSU.TO,34580000000.0,1632.0,-0.08,Canada
SAIC Motor,600104.SS,34490000000.0,2.95,-0.63,China
H&M,HMRZF,34490000000.0,20.34,-1.74,Sweden
TransDigm,TDG,34420000000.0,624.57,-1.57,USA
BeiGene,BGNE,34330000000.0,363.0,0.4,China
Rockwell Automation,ROK,34110000000.0,294.04,-1.28,USA
First Republic Bank,FRC,34090000000.000004,192.88,-1.0,USA
International Flavors & Fragrances,IFF,34030000000.0,133.72,-0.27,USA
CoStar Group,CSGP,33979999999.999996,86.06,0.8,USA
PPG Industries,PPG,33939999999.999996,143.01,-1.88,USA
Ashtead,0LC.F,33830000000.0,75.69,-0.91,UK
Generali,G.MI,33670000000.0,21.35,-0.16,Italy
Fujifilm,4901.T,33650000000.0,84.19,-2.31,Japan
Xcel Energy,XEL,33650000000.0,62.5,-0.27,USA
The Trade Desk,TTD,33650000000.0,70.3,3.67,USA
Budweiser APAC,1876.HK,33560000000.000004,2.53,-0.4,Hong Kong
Archer Daniels Midland,ADM,33560000000.000004,60.01,-1.27,USA
Sany Heavy Industry,600031.SS,33420000000.0,3.94,1.03,China
MTR Corporation,0066.HK,33390000000.0,5.39,-0.24,Hong Kong
Telstra,TLS.AX,33320000000.0,2.8,-1.15,Australia
SMIC,MKN2.F,33240000000.000004,2.76,-1.16,China
Coloplast,CBHD.F,33159999999.999996,156.9,-1.74,Denmark
Formosa Petrochemical,6505.TW,33150000000.0,3.48,-2.42,Taiwan
Old Dominion Freight Line,ODFL,33110000000.0,285.98,-2.45,USA
Copart,CPRT,32890000000.0,138.72,-1.91,USA
Pinterest,PINS,32840000000.000004,50.95,1.15,USA
Waste Connections,WCN,32799999999.999996,125.93,-0.47,USA
Hang Seng Bank,0011.HK,32790000000.0,17.16,-1.04,Hong Kong
PTT PCL,PTT-R.BK,32740000000.000004,1.15,-0.64,Thailand
Evolution Gaming,EVO.ST,32689999999.999996,151.97,-0.51,Sweden
CBRE Group,CBRE,32680000000.0,97.36,-1.27,USA
Bank of Ningbo,002142.SZ,32670000000.0,5.44,-3.41,China
Assa Abloy,ASAZF,32520000000.000004,29.61,-0.9,Sweden
Bridgestone,5108.T,32490000000.000004,46.15,-2.71,Japan
Fortescue,FMG.AX,32390000000.0,10.52,-2.47,Australia
Affirm,AFRM,32380000000.000004,119.13,5.64,USA
Barrick Gold,GOLD,32310000000.000004,18.05,2.67,Canada
Verisk Analytics,VRSK,32310000000.000004,200.27,-1.04,USA
EPAM Systems,EPAM,32299999999.999996,570.48,0.04,USA
Anhui Conch Cement,AHCHF,32280000000.0,5.46,0.0,China
Nasdaq,NDAQ,32270000000.000004,193.02,-0.5,USA
Cummins,CMI,32240000000.000004,224.56,-2.65,USA
Larsen & Toubro,LT.NS,32060000000.000004,22.82,-0.58,India
E.ON,EOAN.DE,32040000000.0,12.27,-1.36,Germany
Fresenius,FRE.DE,31980000000.0,48.22,0.54,Germany
Sydney Airport,SYD.AX,31950000000.0,5.92,-0.36,Australia
Bank of China (Hong Kong),2388.HK,31900000000.0,3.02,0.21,Hong Kong
LyondellBasell,LYB,31900000000.0,93.85,-2.1,USA
ENGIE,ENGI.PA,31860000000.0,13.17,-2.38,France
Delivery Hero,DHER.F,31840000000.0,127.59,-0.63,Germany
Mettler-Toledo,MTD,31840000000.0,1377.0,-2.21,USA
HubSpot,HUBS,31770000000.0,676.09,-0.76,USA
Japan Post Bank,7182.T,31670000000.0,8.45,-1.56,Japan
Axis Bank,AXISBANK.BO,31620000000.0,10.33,-0.04,India
UOB,U11.SI,31550000000.0,18.82,-0.97,Singapore
HP,HPQ,31530000000.0,27.36,0.18,USA
Williams Companies,WMB,31510000000.0,25.94,-1.26,USA
Skandinaviska Enskilda Banken,SEBA.F,31440000000.0,14.14,1.54,Sweden
West Pharma,WST,31400000000.0,424.54,-1.82,USA
Brown Forman,BF-A,31360000000.0,62.67,-1.21,USA
Japan Post Holdings,6178.T,31310000000.0,8.31,-1.59,Japan
Nokia,NOK,31250000000.0,5.45,0.37,Finland
Ferguson,FERG,31230000000.0,139.52,-0.51,UK
Liberty Broadband,LBRDA,31230000000.0,168.35,-0.5,USA
MongoDB,MDB,31200000000.0,471.51,2.84,USA
Corning,GLW,31160000000.0,36.49,-1.72,USA
China Securities,601066.SS,31050000000.0,4.78,-0.64,China
Fomento Económico Mexicano,FMX,31030000000.0,86.72,-0.79,Mexico
State Street Corporation,STT,30970000000.0,84.72,-1.45,USA
Suncor Energy,SU,30970000000.0,20.74,0.0,Canada
AvalonBay Communities,AVB,30940000000.0,221.64,-1.49,USA
Central Japan Railway,9022.T,30900000000.0,157.04,-1.73,Japan
Corteva,CTVA,30890000000.0,42.08,-1.82,USA
Seagen,SGEN,30890000000.0,169.8,3.38,USA
Equifax,EFX,30870000000.0,253.42,-1.22,USA
Chunghwa Telecom,CHT,30860000000.0,39.29,-2.07,Taiwan
Grupo México,GMBXF,30860000000.0,3.97,2.99,Mexico
McKesson,MCK,30830000000.0,199.38,-2.95,USA
PSEG,PEG,30780000000.0,60.9,-0.59,USA
XPeng,XPEV,30760000000.0,35.54,2.87,China
Arthur J. Gallagher & Co.,AJG,30730000000.0,148.65,-1.48,USA
JD Health,6618.HK,30720000000.0,9.64,-1.31,China
WEG ON,WEGE3.SA,30700000000.0,7.32,-0.6,Brazil
Deutsche Börse,DBOEF,30690000000.0,161.45,2.13,Germany
American Water Works,AWK,30680000000.0,169.04,-0.74,USA
Phillips 66,PSX,30670000000.0,70.03,0.1,USA
Astellas Pharma,ALPMF,30600000000.0,16.17,0.0,Japan
Zimmer Biomet,ZBH,30560000000.0,146.36,-2.01,USA
Porsche SE,PAH3.DE,30550000000.0,99.77,-0.21,Germany
People’s Insurance Company of China,1339.HK,30490000000.0,0.31,0.83,China
Mitsubishi Electric,MIELF,30450000000.0,14.25,0.0,Japan
Fubon Financial,2881.TW,30450000000.0,2.71,-1.69,Taiwan
Southwest Airlines,LUV,30420000000.0,51.43,-2.11,USA
Sun Life Financial,SLF,30310000000.0,51.45,-0.45,Canada
Equity Residential,EQR,30300000000.0,80.92,-0.77,USA
Amadeus IT Group,AMADF,30280000000.0,67.01,0.0,Spain
Keysight,KEYS,30260000000.0,164.29,-1.56,USA
ArcelorMittal,MT,30140000000.0,30.16,1.38,Luxembourg
Singtel,SNGNF,30100000000.0,1.81,0.0,Singapore
D. R. Horton,DHI,30070000000.0,83.97,-2.9,USA
Kroger,KR,30060000000.0,40.43,-2.2,USA
Ameriprise Financial,AMP,30040000000.0,264.12,-2.43,USA
Willis Towers Watson ,WLTW,29990000000.0,232.46,1.52,UK
Garmin,GRMN,29890000000.0,155.46,-1.61,Switzerland
Telus,TU,29880000000.0,21.96,0.6,Canada
Saudi Electricity,5110.SR,29880000000.0,7.17,-0.37,Saudi Arabia
Swisscom,SCMN.SW,29830000000.0,575.86,-0.11,Switzerland
Paycom,PAYC,29790000000.0,495.75,0.15,USA
UniCredit,UCG.MI,29720000000.0,13.35,0.0,Italy
Holcim,HOLN.SW,29710000000.0,48.37,-0.42,Switzerland
BOE Technology,000725.SZ,29700000000.0,0.78,0.4,China
Ansys,ANSS,29700000000.0,340.45,-0.15,USA
Fastenal,FAST,29660000000.0,51.61,-2.29,USA
Huazhu Hotels,HTHT,29520000000.0,45.86,-0.8,China
Ecopetrol,EC,29500000000.0,14.35,1.77,Colombia
Ball Corporation,BLL,29380000000.0,89.97,0.26,USA
Maruti Suzuki India,MARUTI.NS,29110000000.0,96.39,-2.56,India
Alexandria Real Estate Equities,ARE,29110000000.0,191.07,-0.92,USA
MPLX,MPLX,29100000000.0,28.47,-0.97,USA
Carnival Cruise Line,CCL,28960000000.0,25.01,-2.0,USA
Nucor,NUE,28920000000.0,98.49,-1.3,USA
Genmab,GMAB,28890000000.0,43.7,3.21,Denmark
Valero Energy,VLO,28850000000.0,70.57,0.37,USA
Orange,ORAN,28840000000.0,10.83,-0.64,France
Sunny Optical,2382.HK,28840000000.0,26.3,-0.49,China
UltraTech Cement,ULTRACEMCO.NS,28830000000.0,99.97,0.26,India
Tyson Foods,TSN,28790000000.0,78.94,-1.93,USA
Sandvik,SAND.ST,28730000000.0,22.91,0.45,Sweden
Longfor Group,RLF.F,28700000000.0,4.6,0.0,China
Straumann,STMN.SW,28690000000.0,1804.0,0.27,Switzerland
Celltrion,068270.KS,28690000000.0,210.05,-4.24,S. Korea
Ametek,AME,28670000000.0,124.01,-2.22,USA
Lennar,LEN,28650000000.0,93.68,-2.76,USA
Legrand,LRC.F,28630000000.0,106.78,-1.54,France
Stanley Black & Decker,SWK,28560000000.0,175.31,-3.74,USA
Yandex,YNDX,28480000000.0,79.69,0.94,Netherlands
Chewy,CHWY,28450000000.0,68.11,0.59,USA
United Microelectronics,UMC,28300000000.0,11.43,0.97,Taiwan
Schindler Group,SCHN.SW,28270000000.0,258.68,-0.25,Switzerland
Hong Kong and China Gas,0003.HK,28270000000.0,1.52,-0.17,Hong Kong
Kaō,KAO.F,28190000000.0,58.56,0.88,Japan
Geely,0175.HK,28180000000.0,2.87,-0.89,China
Great-West Lifeco,GWO.TO,28180000000.0,30.32,0.08,Canada
Eversource Energy,ES,28090000000.0,81.76,-0.46,USA
Panasonic,6752.T,28080000000.0,12.03,-3.17,Japan
Las Vegas Sands,LVS,27960000000.0,36.6,0.55,USA
Synchrony,SYF,27840000000.0,48.88,-3.28,USA
WEC Energy Group,WEC,27820000000.0,88.2,-0.91,USA
Sampo,SAMPO.HE,27720000000.0,49.82,0.49,Finland
Maxim Integrated,MXIM,27690000000.0,103.14,0.0,USA
Lindt,LISN.SW,27690000000.0,117765.0,1.29,Switzerland
Wolters Kluwer,WOSB.F,27640000000.0,106.23,0.55,Netherlands
Occidental Petroleum,OXY,27610000000.0,29.58,-1.5,USA
Fortum,FORTUM.HE,27550000000.0,30.52,-1.61,Finland
Zebra Technologies,ZBRA,27520000000.0,515.42,-1.95,USA
Michelin,ML.PA,27490000000.0,154.17,-0.6,France
Maaden,1211.SR,27490000000.0,22.34,1.58,Saudi Arabia
Paccar,PCAR,27390000000.0,78.92,-2.64,USA
BTG Pactual,BPAC3.SA,27300000000.0,2.8,-2.32,Brazil
Delta Air Lines,DAL,27260000000.0,42.61,-1.73,USA
Skyworks Solutions,SWKS,27210000000.0,164.78,-1.06,USA
Olympus,7733.T,27200000000.0,21.16,-3.64,Japan
Bill.com,BILL,27190000000.0,266.95,2.83,USA
Li Auto,LI,27150000000.0,26.29,2.18,China
LabCorp,LH,27130000000.0,281.44,-1.91,USA
UiPath,PATH,27010000000.0,52.61,1.17,USA
Cathay Financial Holding,2882.TW,26940000000.0,2.05,-1.73,Taiwan
Tesco,TSCDF,26850000000.0,3.39,0.0,UK
Société Générale,GLE.PA,26840000000.0,31.57,0.3,France
Shiseido,4911.T,26680000000.0,66.8,-0.88,Japan
Weyerhaeuser,WY,26660000000.0,35.57,-2.76,USA
Apollo Global Management,APO,26660000000.0,61.59,-1.22,USA
Kia,000270.KS,26630000000.0,66.44,-3.2,S. Korea
NTT Data,9613.T,26600000000.0,18.97,-1.99,Japan
Telefónica,TEF,26550000000.0,4.71,-0.63,Spain
Wayfair,W,26540000000.0,255.51,-5.66,USA
Geberit,GEBN.SW,26480000000.0,738.31,-0.32,Switzerland
Shimano,7309.T,26380000000.0,284.67,-3.22,Japan
Arista Networks,ANET,26360000000.0,343.64,-0.68,USA
Deutsche Bank,DB,26330000000.0,12.7,-0.7,Germany
Etsy,ETSY,26320000000.0,207.96,1.3,USA
VF Corporation,VFC,26300000000.0,66.99,-2.26,USA
Sun Pharmaceutical,SUNPHARMA.NS,26300000000.0,10.96,-0.62,India
China Everbright Bank,601818.SS,26170000000.0,0.52,-0.29,China
Peloton,PTON,26150000000.0,87.05,1.93,USA
Best Buy,BBY,26000000000.0,105.71,-3.4,USA
Aena,AENA.MC,25990000000.0,173.33,0.27,Spain
Interactive Brokers,IBKR,25980000000.0,62.34,-3.72,USA
Nippon Paint,4612.T,25920000000.0,11.04,1.48,Japan
Energy Transfer Partners,ET,25910000000.0,9.58,0.0,USA
Unicharm,8113.T,25890000000.0,43.47,-1.76,Japan
Sysmex,6869.T,25860000000.0,123.74,-0.65,Japan
Oneok,OKE,25840000000.0,57.99,-1.39,USA
National Bank of Canada,NA.TO,25830000000.0,76.52,0.61,Canada
Generac Power Systems,GNRC,25790000000.0,408.67,0.53,USA
East Japan Railway,9020.T,25770000000.0,68.33,-2.54,Japan
ZTO Express,ZTO,25710000000.0,30.66,-0.03,China
Airports of Thailand,AOT.BK,25670000000.0,1.8,-0.41,Thailand
Consolidated Edison,ED,25650000000.0,72.59,-1.17,USA
ViacomCBS,VIAC,25640000000.0,39.51,-1.52,USA
Albemarle,ALB,25600000000.0,218.97,0.0,USA
CK Hutchison Holdings,0001.HK,25590000000.0,6.67,-0.19,Hong Kong
Shenzhen Inovance,300124.SZ,25550000000.0,9.75,0.3,China
NIBE Industrier,NDRBF,25540000000.0,12.64,0.0,Sweden
Titan Company,TITAN.NS,25530000000.0,28.76,-1.3,India
Coca-Cola European Partners,CCEP,25530000000.0,55.29,-0.04,UK
Canon,CAJ,25490000000.0,24.38,-2.01,Japan
Carvana,CVNA,25480000000.0,301.54,-1.4,USA
Mengniu Dairy,2319.HK,25420000000.0,6.44,0.1,China
Gartner,IT,25410000000.0,303.88,-1.29,USA
United Rentals,URI,25400000000.0,350.93,-3.08,USA
CRRC,1766.HK,25360000000.0,0.46,1.14,China
Bilibili,BILI,25330000000.0,66.17,2.78,China
Telkom Indonesia,TLK,25300000000.0,25.4,4.06,Indonesia
Fortive,FTV,25290000000.0,70.57,-2.43,USA
Realty Income,O,25250000000.0,64.86,-1.45,USA
Kubota,6326.T,25200000000.0,20.86,-2.34,Japan
Formosa Plastics,1301.TW,25170000000.0,3.96,-3.08,Taiwan
Nan Ya Plastics,1303.TW,25150000000.0,3.17,-3.61,Taiwan
CaixaBank,CABK.MC,25090000000.0,3.12,-0.81,Spain
"Nestlé
 India",NESTLEIND.NS,25050000000.0,259.84,-0.88,India
CDW Corporation,CDW,25020000000.0,182.02,-1.82,USA
Campari,CPR.MI,25010000000.0,14.14,0.16,Italy
Afterpay,APT.AX,25000000000.0,85.86,-1.87,Australia
China Overseas Land & Investment,CAOVF,24940000000.0,2.2,0.0,Hong Kong
Toyota Industries,6201.T,24890000000.0,80.2,-2.5,Japan
Avantor,AVTR,24860000000.0,40.9,0.2,USA
BAE Systems,BSP.F,24840000000.0,7.71,1.16,UK
Franco-Nevada,FNV,24820000000.0,129.91,0.91,Canada
AmerisourceBergen,ABC,24820000000.0,119.45,-2.49,USA
Swiss Re,SREN.SW,24810000000.0,85.88,-0.84,Switzerland
China Minsheng Bank,600016.SS,24800000000.0,0.61,-0.51,China
FirstRand,FSRA.F,24790000000.0,4.2,1.12,South Africa
Cheniere Energy,LNG,24760000000.0,97.67,0.08,USA
Ryanair,RY4D.F,24760000000.0,109.71,-2.07,Ireland
EDP Renováveis,EDRVF,24750000000.0,25.77,0.0,Spain
Horizon Therapeutics,HZNP,24740000000.0,109.54,-0.25,Ireland
Rede D'Or Sao Luiz,RDOR3.SA,24710000000.0,12.54,1.54,Brazil
Expedia,EXPE,24710000000.0,163.9,-1.43,USA
Oil & Natural Gas,ONGC.NS,24700000000.0,1.96,0.83,India
Sirius XM,SIRI,24700000000.0,6.1,0.0,USA
Teleperformance,TLPFF,24660000000.0,420.0,0.0,France
Kansas City Southern,KSU,24620000000.0,270.64,-0.9,USA
Beiersdorf,BEI.DE,24610000000.0,108.5,-2.16,Germany
Upstart,UPST,24600000000.0,316.44,-1.11,USA
Maybank,MLYBY,24550000000.0,4.2,2.44,Malaysia
Yum China,YUMC,24450000000.0,58.11,-0.56,China
The Hartford,HIG,24380000000.0,70.25,-1.99,USA
CLP Group,0002.HK,24330000000.0,9.63,-0.33,Hong Kong
Naturgy,NTGY.MC,24260000000.0,25.25,-0.73,Spain
Adani Green Energy,ADANIGREEN.NS,24250000000.0,15.5,0.27,India
Hess,HES,24180000000.0,78.11,-0.32,USA
Devon Energy,DVN,24040000000.0,35.51,-0.67,USA
Sonova,SOON.SW,23990000000.0,380.62,0.45,Switzerland
RWE,RWE.DE,23980000000.0,35.47,-2.77,Germany
ZoomInfo,ZI,23960000000.0,61.19,-0.11,USA
Caesars Entertainment,CZR,23960000000.0,112.28,-0.99,USA
Credit Suisse,CS,23960000000.0,9.86,-1.2,Switzerland
EnBW Energie,EBK.DE,23960000000.0,88.46,0.53,Germany
China Resources Beer,0291.HK,23950000000.0,7.38,0.88,Hong Kong
Rogers Communication,RCI,23860000000.0,46.64,-0.24,Canada
Epiroc,EPI-A.ST,23840000000.0,20.72,2.22,Sweden
Renesas Electronics,6723.T,23630000000.0,12.2,-2.22,Japan
Huatai Securities,206G.F,23600000000.0,26.01,0.0,China
Carlsberg,CBGA.F,23550000000.0,176.46,-1.3,Denmark
Telenor,TEL.OL,23450000000.0,16.76,0.68,Norway
Splunk,SPLK,23370000000.0,144.71,5.19,USA
Country Garden,2007.HK,23230000000.0,1.03,2.03,China
Intact Financial,IFC.TO,23190000000.0,131.74,-1.21,Canada
Otsuka Holdings,4578.T,23180000000.0,42.75,-0.13,Japan
Adani Transmission,ADANITRANS.NS,23180000000.0,21.03,0.09,India
Tractor Supply,TSCO,23160000000.0,202.61,-2.66,USA
Delta Electronics,2308.TW,23160000000.0,8.92,-1.59,Taiwan
Dai-ichi Life Holdings,8750.T,23150000000.0,21.44,-3.03,Japan
Zalando,ZAL.DE,23120000000.0,92.09,-1.05,Germany
Loblaws,L.TO,23110000000.0,68.37,1.47,Canada
China Merchants Securities,600999.SS,23070000000.0,2.83,-0.87,China
China Tower,0788.HK,23050000000.0,0.13,0.0,China
Dish Network,DISH,22940000000.0,43.46,-1.54,USA
VeriSign,VRSN,22930000000.0,205.01,-0.35,USA
Huntington Bancshares,HBAN,22820000000.0,15.46,-1.34,USA
ORIX,IX,22800000000.0,94.52,-2.2,Japan
Invitation Homes,INVH,22790000000.0,38.33,-1.59,USA
Swedbank,SWDBF,22760000000.0,19.47,0.0,Sweden
Catalent,CTLT,22730000000.0,133.07,-0.87,USA
Royal Caribbean,RCL,22650000000.0,88.95,-1.9,USA
Svenska Handelsbanken,SVHH.F,22630000000.0,11.2,2.05,Sweden
Magna International,MGA,22620000000.0,75.24,-0.9,Canada
CNH Industrial,CNHI,22490000000.0,16.61,-1.48,UK
Extra Space Storage,EXR,22470000000.0,167.99,-2.34,USA
Northern Trust,NTRS,22460000000.0,107.81,-2.25,USA
XP Inc.,XP,22450000000.0,40.17,-2.22,Brazil
SSE,SCT.F,22450000000.0,21.07,-0.87,UK
Vulcan Materials,VMC,22440000000.0,169.16,-2.65,USA
Alnylam Pharmaceuticals,ALNY,22430000000.0,188.81,6.4,USA
Komatsu,6301.T,22410000000.0,23.71,-1.61,Japan
Kyocera,6971.T,22400000000.0,61.57,-1.63,Japan
ZTE,000063.SZ,22390000000.0,5.13,1.47,China
Dover,DOV,22380000000.0,155.5,-2.39,USA
Galaxy Entertainment,0027.HK,22350000000.0,5.14,1.78,Hong Kong
Imperial Oil,IMO,22310000000.0,31.56,0.29,Canada
Xylem,XYL,22280000000.0,123.68,-3.21,USA
Power Corporation of Canada,POW.TO,22260000000.0,32.84,1.41,Canada
Bio-Rad Laboratories,BIO,22260000000.0,745.95,-0.44,USA
Monolithic Power Systems,MPWR,22250000000.0,484.68,0.01,USA
Hormel Foods,HRL,22240000000.0,41.0,-1.49,USA
Polyus,PLZL.ME,22230000000.0,164.72,2.27,Russia
Zillow,ZG,22220000000.0,88.58,1.96,USA
Fox Corporation,FOX,22210000000.0,37.12,-0.35,USA
JSW Steel,JSWSTEEL.NS,22110000000.0,9.19,1.96,India
Weichai Power,2338.HK,22040000000.0,2.08,-1.1,China
Continental,CON.DE,22000000000.0,110.05,-0.34,Germany
Qualtrics,XM,21990000000.0,42.74,-0.35,USA
Warner Music Group,WMG,21980000000.0,42.74,4.09,USA
Saudi Arabian Fertilizer Company,2020.SR,21950000000.0,46.12,0.93,Saudi Arabia
Endesa,ELE.MC,21950000000.0,20.22,-2.46,Spain
Royalty Pharma,RPRX,21940000000.0,36.14,-1.47,UK
